report,source,authored_at,author,status,incident_title,incident_category,important,place_name,notes
"How is it one careless match can start a forest fire, but it takes a whole box to start a campfire?","Liberia Media Monitoring","2011-11-08 07:14:21","Le Patron Vank",NULL,NULL,NULL,NULL,NULL,NULL
"RFI: Liberia - Liberia: a second tower of presidential under http://t.co/DpuiT3Bd tension: RFI: Liberia - Liberi... http://t.co/TtMVrVt2","Twitter 1","2011-11-08 07:15:51",rfi_multiling,NULL,NULL,NULL,NULL,NULL,NULL
"RT @ardenmoyer: so excited for my @VictoryChurchPA friends who r traveling/relocating 4 missions in 2012 @katie85kate to #haiti @StevieG ...","Twitter 1","2011-11-08 07:16:17",StevieGlick,NULL,NULL,NULL,NULL,NULL,NULL
"Riots in Liberia ahead of presidential poll run-off http://t.co/Q1kKzjbD","Twitter 1","2011-11-08 07:16:23",Euro_Celeb,NULL,NULL,NULL,NULL,NULL,NULL
"IN AS MUCH WE CONDENMED THE CDC LEADERSHIP FOR WHAT I CONSIDER UNCALLED FOR PROTEST, WE HOWEVER CALL FOR AN IMMEDIATE INVESTIGATION IN WHAT APPEARS TO BE A DISPROPORTIONATE USE OF FORCE. THIS CONSISTENT WAY OF CURBING RIOT BY POLICE OFFICERS IN OUR COUNTRY LEADING TO DEATH EVERYTIME LEAVES SOMUCH TO BE DESIRED FOR THIS FRAGILE DEMOCRACY.
DESPITE THEIR POLITICAL ALIGNMENT, THEY STILL REMAIN Liberia AND HAVE THE RIGHT TO LIFE LIKE ANYOTHER Liberia.","Liberia Media Monitoring","2011-11-08 07:16:28","Varlee Massalay",NULL,NULL,NULL,NULL,NULL,NULL
"Elvis Cephas, that's a nice post...but it doesn't make sense after readin many of your unpeace4 comments....","Liberia Media Monitoring","2011-11-08 07:16:45","Rukieyatu Fofanah Kiawu",NULL,NULL,NULL,NULL,NULL,NULL
"Protestas de la oposiciÃƒÂ³n dejan varios muertos en Liberia la vÃƒÂ­spera de las presidenciales http://t.co/WEVp8Rha","Twitter 1","2011-11-08 07:19:05",euronewses,NULL,NULL,NULL,NULL,NULL,NULL
"Ã¢â‚¬Å“@BreakingNews000: #Liberia Protests Turn Violent on Eve of Election http://t.co/0Qcpf0knÃ¢â‚¬Â","Twitter 1","2011-11-08 07:20:30",KathleenHicks,NULL,NULL,NULL,NULL,NULL,NULL
"Y bite and blow.... After rejoicin over the death of others, and u here speakin peace....","Liberia Media Monitoring","2011-11-08 07:19:55","Rukieyatu Fofanah Kiawu",NULL,NULL,NULL,NULL,NULL,NULL
"Runoff election to start in Liberia http://t.co/oRf3VgxG","Twitter 1","2011-11-08 07:20:49",gogooes,NULL,NULL,NULL,NULL,NULL,NULL
"BBC News - Liberia election: CDC Monrovia protest turns deadly http://t.co/Muufeoml","Twitter 1","2011-11-08 07:21:31",abifah,NULL,NULL,NULL,NULL,NULL,NULL
"#Monde : Sur RFI : EllenJohnsonSirleaf seule en lice vers une rÃƒÂ©ÃƒÂ©lection contestÃƒÂ©e au Liberia http://t.co/i71UGKOr","Twitter 1","2011-11-08 07:21:11",IWActus,NULL,NULL,NULL,NULL,NULL,NULL
"#Liberia : un second tour de la prÃƒÂ©sidentielle sous tension :  http://t.co/TqQWQTcy - Voter pour ou contre... mais VOTER !","Twitter 1","2011-11-08 07:21:16",CasePalabres,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia al voto per il secondo turno delle presidenziali. L'opposizione denuncia brogli Ã‚Â§RV http://t.co/xSc6v21e","Twitter 1","2011-11-08 07:22:22",news_va_it,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia poll protest turns deadly - http://t.co/PG9ORIIU","Twitter 1","2011-11-08 07:23:30",iamstephanek,NULL,NULL,NULL,NULL,NULL,NULL
"Violence, boycott cast gloom over Liberia's run-off - http://t.co/KCY1SLcM","Twitter 1","2011-11-08 07:22:59",_MissMimi_,NULL,NULL,NULL,NULL,NULL,NULL
"RT @gerardvanmourik: Emotional moments in streets of Monrovia, Liberia with brave, courageous UN soldiers in between police and proteste ...","Twitter 1","2011-11-08 07:23:30",jpvanmourik,NULL,NULL,NULL,NULL,NULL,NULL
"I know Boima, these are strategies of the CDC","Liberia Media Monitoring","2011-11-08 07:23:04","Vallai M Dorley",NULL,NULL,NULL,NULL,NULL,NULL
"Are u smellin any rat??","Liberia Media Monitoring","2011-11-08 07:22:20","Rukieyatu Fofanah Kiawu",NULL,NULL,NULL,NULL,NULL,NULL
"Nyheter/ SpÃƒÂ¤nt i Liberia infÃƒÂ¶r dagens val: I Liberia hÃƒÂ¥lls i dag den andra omgÃƒÂ¥ngen i presidentvalet, dÃƒÂ¤r en av ... http://t.co/S5kc0mrE","Twitter 1","2011-11-08 07:24:12",Nyhetssida,NULL,NULL,NULL,NULL,NULL,NULL
"Clashes between police and opposition supporters in  #Liberia ----&gt; | http://t.co/XG8wEwJB","Twitter 1","2011-11-08 07:23:54",dantebello,NULL,NULL,NULL,NULL,NULL,NULL
"SpÃƒÂ¤nt i Liberia infÃƒÂ¶r dagens val http://t.co/S5kc0mrE","Twitter 1","2011-11-08 07:24:11",Nyhetssida,NULL,NULL,NULL,NULL,NULL,NULL
"May God bless u today as u take this bold step to peace","Liberia Media Monitoring","2011-11-08 07:23:33","Oshal Samuel Gardoe",NULL,NULL,NULL,NULL,NULL,NULL
"Protests in Liberia turn violent on eve of election&lt;p&gt;&lt;/p&gt; - http://t.co/mx6xa88b http://t.co/JCMLB9eO #LIBERIA","Twitter 1","2011-11-08 07:25:18",LiberianTimes,NULL,NULL,NULL,NULL,NULL,NULL
"Fears for Liberia's press freedom - Fears that Liberia's new press freedom is under threatAttribution: CNN, BBC and ... http://t.co/MwSneGmj","Twitter 1","2011-11-08 07:25:16",omoniyi2011,NULL,NULL,NULL,NULL,NULL,NULL
"Deadly riot breaks out as LiberiaÃ¢â‚¬â„¢s opposition stages protest: (InformAfrica)Ã¢â‚¬â€œ Despite globalÃ¢â‚¬Â¦ http://t.co/l40nWh3P","Twitter 1","2011-11-08 07:25:56",InformAfrica,NULL,NULL,NULL,NULL,NULL,NULL
"Violence, boycott cast gloom over Liberia's run-off - Reuters http://t.co/BZwqARL1","Twitter 1","2011-11-08 07:28:07",Fluffable,NULL,NULL,NULL,NULL,NULL,NULL
"Sur RFI : EllenJohnsonSirleaf seule en lice vers une rÃƒÂ©ÃƒÂ©lection contestÃƒÂ©e au Liberia","Twitter 1","2011-11-08 07:30:29",TvFrench,NULL,NULL,NULL,NULL,NULL,NULL
"The Lone-Star Of Liberia  Being The Outcome Of Reflections On Our Own People: Many of the earliest books, partic... http://t.co/liqsghLH","Twitter 1","2011-11-08 07:29:37",Friederichai,NULL,NULL,NULL,NULL,NULL,NULL
"Tote vor PrÃƒÂ¤sidentenwahl in Liberia http://t.co/qZ5euJOa","Twitter 1","2011-11-08 07:31:19",euronewsde,NULL,NULL,NULL,NULL,NULL,NULL
"Sur RFI : EllenJohnsonSirleaf seule en lice vers une rÃƒÂ©ÃƒÂ©lection contestÃƒÂ©e au Liberia http://t.co/zt5uxJhi","Twitter 1","2011-11-08 07:31:08",France24_fr,NULL,NULL,NULL,NULL,NULL,NULL
"#LIBERIA: Violents affrontements entre partisans de WinstonTubman et la police http://t.co/m42Gi20Z http://t.co/oFGdofHg","Twitter 1","2011-11-08 07:32:17",Koaci,NULL,NULL,NULL,NULL,NULL,NULL
"Story for @washtimes on shooting deaths at #CDC #election gathering in #Liberia: http://t.co/58t6o6GZ","Twitter 1","2011-11-08 07:32:07",robbiecb31,NULL,NULL,NULL,NULL,NULL,NULL
"SMS : CDC boycotting the run-off is not in the best interest of Liberia- Roland Barlea Harper Maryland liberia #liberia2011","Twitter 1","2011-11-08 07:32:28",liberiaelection,NULL,NULL,NULL,NULL,NULL,NULL
"Vote in the interest of Liberia. Vote your conscience. Thanks for exercising your franchise","Liberia Media Monitoring","2011-11-08 07:31:53","Mardea E. Martin-Wiles",NULL,NULL,NULL,NULL,NULL,NULL
"Wow! Bammmmmmmmm!! Uhm! THIS TOO IS LIBERIA!!","Liberia Media Monitoring","2011-11-08 07:31:52","Rukieyatu Fofanah Kiawu",NULL,NULL,NULL,NULL,NULL,NULL
"and this is justification for killings and wounding??","Liberia Elections","2011-11-08 07:32:58","Mawine Diggs",NULL,NULL,NULL,NULL,NULL,NULL
"#phuketnews #PhuketDailyNews http://t.co/ui2nGDfS Violence, boycott cast gloom over Liberia's run-off","Twitter 1","2011-11-08 07:33:49",PhuketDailyNews,NULL,NULL,NULL,NULL,NULL,NULL
"Thank you Axel Addy,","Liberia Elections","2011-11-08 07:33:25","Benjamin Sanvee",NULL,NULL,NULL,NULL,NULL,NULL
"God bless you my brother. Please encourage others to vote as well.","Liberia Media Monitoring","2011-11-08 07:33:53","Richlyn Yond",NULL,NULL,NULL,NULL,NULL,NULL
"Today we are entering a new era for our country and its people. Today we r voting not for a party, but a victory for all the people of Liberia.
We fought for years because somebody wasnÃ¢â‚¬â„¢t the right leader for us, what did war bring to us? Destruction of the political, social, and educational structures. This undesirable condition has tended to serve as a disincentive to the growth of our stagnant economy and have undoubtedly had a negative and adverse impact on the country.
Let us put out head up today Liberia and look forward to the time when the power of Love will replace the Love of power. Then Our Country Mama Liberia will know and experience the blessings of peaceÃ¢â‚¬Â¦
What difference does it make to the dead, whether the mad destruction is wrought under the name of totalitarianism or the holy name of liberty and democracy?
Let us talk peace plsss!","Liberia Media Monitoring","2011-11-08 07:33:30","Neejay Dwah",NULL,NULL,NULL,NULL,NULL,NULL
"SMS : Mrs. Mary D. Blaye: whether CDC boycotts or not, she will still vote,becos it is her consitutional rights #liberia2011","Twitter 1","2011-11-08 07:35:17",liberiaelection,NULL,NULL,NULL,NULL,NULL,NULL
"Violence, boycott cast gloom over Liberia's run-off http://t.co/Ld1Ip9oC","Twitter 1","2011-11-08 07:36:26",NewsInAfrica,NULL,NULL,NULL,NULL,NULL,NULL
"Today we are entering a new era for our country and its people. Today we r voting not for a party, but a victory for all the people of Liberia.
We fought for years because somebody wasnÃ¢â‚¬â„¢t the right leader for us, what did war bring to us? Destruction of the political, social, and educational structures. This undesirable condition has tended to serve as a disincentive to the growth of our stagnant economy and have undoubtedly had a negative and adverse impact on the country.
Let us put out head up today Liberia and look forward to the time when the power of Love will replace the Love of power. Then Our Country Mama Liberia will know and experience the blessings of peaceÃ¢â‚¬Â¦
What difference does it make to the dead, whether the mad destruction is wrought under the name of totalitarianism or the holy name of liberty and democracy?
Let us talk peace plsss!","Liberia Elections","2011-11-08 07:35:21","Neejay Dwah",NULL,NULL,NULL,NULL,NULL,NULL
"Runoff election to start in Liberia http://t.co/QYEDzWJx","Twitter 1","2011-11-08 07:37:25",cnni,NULL,NULL,NULL,NULL,NULL,NULL
"Violence, boycott cast gloom over Liberia's run-off http://t.co/p32ZOXpt","Twitter 1","2011-11-08 07:36:33",BusinessLiveSA,NULL,NULL,NULL,NULL,NULL,NULL
"Runoff election to start in Liberia http://t.co/aQ2ttzjl","Twitter 1","2011-11-08 07:38:11",PaginaNuovaTV,NULL,NULL,NULL,NULL,NULL,NULL
"Runoff election to start in Liberia http://t.co/307J4WLq","Twitter 1","2011-11-08 07:38:08",G4ME2k11,NULL,NULL,NULL,NULL,NULL,NULL
"Runoff election to start in Liberia http://t.co/6ovrP52m -CNN","Twitter 1","2011-11-08 07:38:05",IntNewsWatch,NULL,NULL,NULL,NULL,NULL,NULL
"Runoff election to start in Liberia http://t.co/a4fzOVpr","Twitter 1","2011-11-08 07:38:08",HOT_Luisa,NULL,NULL,NULL,NULL,NULL,NULL
"Runoff election to start in Liberia: A runoff election is scheduled for Tuesday in Liberia after incumbent President... http://t.co/EFrQ2N2M","Twitter 1","2011-11-08 07:38:11",TokyoRaider,NULL,NULL,NULL,NULL,NULL,NULL
"Runoff election to start in Liberia http://t.co/JPMrUxGf","Twitter 1","2011-11-08 07:38:06",Xzolt4,NULL,NULL,NULL,NULL,NULL,NULL
"Riots in Liberia ahead of elections  http://t.co/9o5LtTTX #travelnews #africa #liberia #protests","Twitter 1","2011-11-08 07:37:59",WordTravelsNews,NULL,NULL,NULL,NULL,NULL,NULL
"Runoff election to start in Liberia http://t.co/83lWC7nf #CNN #News","Twitter 1","2011-11-08 07:38:14",Copyright_Ma,NULL,NULL,NULL,NULL,NULL,NULL
"Runoff election to start in Liberia http://t.co/7jnxndE9","Twitter 1","2011-11-08 07:38:06",firstblaze,NULL,NULL,NULL,NULL,NULL,NULL
"Runoff election to start in Liberia http://t.co/MuCjw2mP","Twitter 1","2011-11-08 07:38:11",john_starkin,NULL,NULL,NULL,NULL,NULL,NULL
"Runoff election to start in Liberia http://t.co/XdeMtrAA","Twitter 1","2011-11-08 07:38:12",uda24,NULL,NULL,NULL,NULL,NULL,NULL
"Runoff election to start in Liberia http://t.co/4FbmkMrF","Twitter 1","2011-11-08 07:38:14",iSayEverythingg,NULL,NULL,NULL,NULL,NULL,NULL
"Runoff election to start in Liberia http://t.co/vrNGg4e2","Twitter 1","2011-11-08 07:38:08",AmazingDestinat,NULL,NULL,NULL,NULL,NULL,NULL
"Runoff election to start in Liberia - CNN International http://t.co/DwiQhDbI","Twitter 1","2011-11-08 07:40:08",MalachiMccray,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia: second tour de la prÃƒÂ©sidentielle, une seule candidate aprÃƒÂ¨s des violences - Afriquinfos http://t.co/lELcUHXF","Twitter 1","2011-11-08 07:39:46",AfriquinfosLive,NULL,NULL,NULL,NULL,NULL,NULL
"MY COUNTRY TIS OF THEE LAND WHERE MY FATHER DIED LAND OF THE FREE I WILL VOTE ITS MY RIGHT!!!!!!!","Liberia Media Monitoring","2011-11-08 07:39:29","Elvis Cephas",NULL,NULL,NULL,NULL,NULL,NULL
"#LIBERIA: EllenJohnsonSirleaf seule en lice pour le second tour ! http://t.co/DgEyEEgI #civ2010... http://t.co/O37ZyReQ","Twitter 1","2011-11-08 07:40:55",Koaci,NULL,NULL,NULL,NULL,NULL,NULL
"LIBERIA: Liberia : un second tour de la prÃƒÂ©sidentielle sous tension:                                       Liber... http://t.co/8E2QdEaQ","Twitter 1","2011-11-08 07:41:27",FlashPresse,NULL,NULL,NULL,NULL,NULL,NULL
"Monrovia is quiet. Last voting day people were queuing even in the rain at five am. Now, polling stations nearly empty. #liberia2011","Twitter 1","2011-11-08 07:40:41",scarlettlion,NULL,NULL,NULL,NULL,NULL,NULL
"Video: Up to four dead in Liberia on eve of run-off vote http://t.co/dWSSQNuI #news #video","Twitter 1","2011-11-08 07:41:53",DVDtodayVideo,NULL,NULL,NULL,NULL,NULL,NULL
"RT @cnni: Runoff election to start in Liberia http://t.co/QYEDzWJx","Twitter 1","2011-11-08 07:42:14",YasmineZikry,NULL,NULL,NULL,NULL,NULL,NULL
"Media and Civil Society Efforts Help Liberia Hold Free, Fair, and Peaceful Elections http://t.co/Mx89igxQ via @IREXTech #ICT4D","Twitter 1","2011-11-08 07:41:42",ictdev,NULL,NULL,NULL,NULL,NULL,NULL
"Runoff election to start in Liberia #cnn http://t.co/agIW7l4L","Twitter 1","2011-11-08 07:43:20",RagePolitics,NULL,NULL,NULL,NULL,NULL,NULL
"Rice in Liberia: A simmering problem | The Economist http://t.co/TvoSm0z7","Twitter 1","2011-11-08 07:42:48",wuyuansheng35,NULL,NULL,NULL,NULL,NULL,NULL
"#Liberia: second tour de la #prÃƒÂ©sidentielle, une seule candidate aprÃƒÂ¨s des violences - http://t.co/87oQFuq0","Twitter 1","2011-11-08 07:42:48",Coverseas,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia what's happening","Twitter 1","2011-11-08 07:42:34",chysm_ng,NULL,NULL,NULL,NULL,NULL,NULL
"RT @scarlettlion: Monrovia is quiet. Last voting day people were queuing even in the rain at five am. Now, polling stations nearly empty ...","Twitter 1","2011-11-08 07:44:32",_andrew_green,NULL,NULL,NULL,NULL,NULL,NULL
"http://t.co/MbQ8jVxs Runoff election to start in Liberia - CNN International","Twitter 1","2011-11-08 07:44:57",newstodaybzcm,NULL,NULL,NULL,NULL,NULL,NULL
"Chaos in Liberia is chaos in West Africa http://t.co/8Z0sjqXf","Twitter 1","2011-11-08 07:45:19",AfricaHand,NULL,NULL,NULL,NULL,NULL,NULL
"RT @cnni: Runoff election to start in Liberia http://t.co/gQYhu1jI","Twitter 1","2011-11-08 07:44:50",lwangamwilu,NULL,NULL,NULL,NULL,NULL,NULL
"Election in Liberia. Hope it is peacefully after yesterdays shootings","Twitter 1","2011-11-08 07:45:53",marconilsson,NULL,NULL,NULL,NULL,NULL,NULL
"RT @cnni: Runoff election to start in Liberia http://t.co/XX1h3qjh","Twitter 1","2011-11-08 07:46:27",ehiscombs,NULL,NULL,NULL,NULL,NULL,NULL
"""@xoDVF: Ã¢â‚¬Å“@Africans4Africa: There is nothing like HOME!!!! There is nothing like AFRICA!!!!Ã¢â‚¬Â"" Praying for Liberia #OneLove","Twitter 1","2011-11-08 07:46:21",eljaydeshield,NULL,NULL,NULL,NULL,NULL,NULL
"Not too many people on the streets this morning. At the ELWA Jnct polling place, not a long line. #Liberia2011","Twitter 1","2011-11-08 07:45:56",ML_Cramer,NULL,NULL,NULL,NULL,NULL,NULL
"Remembering: what embassy is this? Liberia! Where is it? Africa! Oh i know it! I know Libya! I was: LibERIA not LIBYA. Oh? Whete is that?omg","Twitter 1","2011-11-08 07:45:46",YasmineZikry,NULL,NULL,NULL,NULL,NULL,NULL
"8s Urey at work guys.....","Liberia Media Monitoring","2011-11-08 07:45:57","Benetta Fofana",NULL,NULL,NULL,NULL,NULL,NULL
"LIBERIA WILL BE SAVED!!!!!","Liberia Media Monitoring","2011-11-08 07:45:22","Elvis Cephas",NULL,NULL,NULL,NULL,NULL,NULL
"Liberia's presidentEllenJohnsonSirleaf poised for re-election  http://t.co/JXQU1O7o via @FRANCE24","Twitter 1","2011-11-08 07:47:25",bblacc,NULL,NULL,NULL,NULL,NULL,NULL
"BBC News - Liberia election: CDC Monrovia protest turns deadly http://t.co/eeLABczD","Twitter 1","2011-11-08 07:46:58",kaaagon,NULL,NULL,NULL,NULL,NULL,NULL
"RT @mundo_negro: Tensiones en Liberia (ante 2Ã‚Âªvuelta) y en SudÃƒÂ¡n (conflictos fronterizos). La Iglesia tanzana habla sobre G20. http://t. ...","Twitter 1","2011-11-08 07:46:40",missylolahuetem,NULL,NULL,NULL,NULL,NULL,NULL
"Absolutely not! We've seen other less bloodied means of calming unruly protestors, not gunning them down!","Liberia Elections","2011-11-08 07:46:50","Sekou Sheriff",NULL,NULL,NULL,NULL,NULL,NULL
"VOTING IS A RIGHT GIVEN BY THE CONSTITUTION AND BACKED BY GOD SO NO ONE CAN TAKE IT AWAY!!!!!!!","Liberia Media Monitoring","2011-11-08 07:47:15","Elvis Cephas",NULL,NULL,NULL,NULL,NULL,NULL
"Riot breaks out in Liberia. http://t.co/2hkxO7q1 You can keep an eye on the state of the Liberia media via @togetherliberia","Twitter 1","2011-11-08 07:48:00",plusbob,NULL,NULL,NULL,NULL,NULL,NULL
"On eve of election, UN envoy appeals to people in diamond rich Liberia to ...: All people in diamond rich Liberi... http://t.co/DgPeKvpu","Twitter 1","2011-11-08 07:48:50",InvestingTrack,NULL,NULL,NULL,NULL,NULL,NULL
"#Vote For #President #Obama #Called On #Liberia ! http://t.co/kpR5UvnQ","Twitter 1","2011-11-08 07:49:02",WikiPOV,NULL,NULL,NULL,NULL,NULL,NULL
"Runoff election to start in Liberia: A runoff election is scheduled for Tuesday in Liberia after incumbent ... http://t.co/26M04au5 #cnn","Twitter 1","2011-11-08 07:50:31",Zeta_News,NULL,NULL,NULL,NULL,NULL,NULL
"Violence, boycott cast gloom over Liberia's run-off http://t.co/YuBAu48D","Twitter 1","2011-11-08 07:50:08",worldstories,NULL,NULL,NULL,NULL,NULL,NULL
"REN | #REN | CNN | Runoff election to start in Liberia - http://t.co/joy4ZIbX","Twitter 1","2011-11-08 07:49:56",RenNewsNetwork,NULL,NULL,NULL,NULL,NULL,NULL
"Violence, boycott cast gloom over Liberia's run-off http://t.co/QzlSmQ5r via @http://twitter.com/PolityZA","Twitter 1","2011-11-08 07:50:23",PolityZA,NULL,NULL,NULL,NULL,NULL,NULL
"in Jesus's name, Amen!!!!!!!!!!!!!!!! pls go out and vote","Liberia Media Monitoring","2011-11-08 07:49:46","Boima Justin Vaney Boima",NULL,NULL,NULL,NULL,NULL,NULL
"ilpost Oggi si vota in Liberia: Oggi, martedÃƒÂ¬ 8 novembre, si vota per il ballottaggio delle elezioni presidenzia... http://t.co/FoEHDNI8","Twitter 1","2011-11-08 07:51:13",the_allock_rss,NULL,NULL,NULL,NULL,NULL,NULL
"#Afrique Liberia: second tour de la prÃƒÂ©sidentielle, une seule candidate aprÃƒÂ¨s des violences: Les LibÃƒÂ©riens sont ... http://t.co/8ZeWNKUI","Twitter 1","2011-11-08 07:50:46",TV5MONDEINFO,NULL,NULL,NULL,NULL,NULL,NULL
"RT @France24_fr: Sur RFI : EllenJohnsonSirleaf seule en lice vers une rÃƒÂ©ÃƒÂ©lection contestÃƒÂ©e au Liberia http://t.co/zt5uxJhi","Twitter 1","2011-11-08 07:51:57",Sultaneljadida,NULL,NULL,NULL,NULL,NULL,NULL
"[Video] Oppositie raakt slaags met politie bij verkiezingen in Liberia http://t.co/jIDEInPd","Twitter 1","2011-11-08 07:52:26",LeanderTijdhofc,NULL,NULL,NULL,NULL,NULL,NULL
"Tension rises in DR Congo in run-up to polls http://t.co/gk2ptfAd [haiya! Even Congo. Na Liberia not yet]","Twitter 1","2011-11-08 07:52:15",1MKoinange,NULL,NULL,NULL,NULL,NULL,NULL
